sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc,word_count
"In this course, the use of Generative AI is permissible only under specific circumstances, as outlined in the assignment instructions.",Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.5073039531707764,0.41146016,0.50730395,0.081235856,20
"When AI tool usage is allowed, exercise caution and ensure that you appropriately cite and attribute any content generated through their use.",Sample Course Policies for Syllabus,Misc,Tidewater Community College,Heather Brown,conditional,0.6417903304100037,0.31410503,0.64179033,0.044104587,22
Fact-check any information you have included from AI.,"History of American Music, Music Appreciation",Music,Centralia College,Beth May,conditional,0.6889932751655579,0.21763404,0.6889933,0.09337271,8
"If permitted by the instructor and you include material generated by an AI program, it should be cited like any other reference material (with due consideration for the quality of the reference, which may be poor).",NUTR SCI 132: Nutrition Today,Nursing,University of Wisconsin-Madison,Naomi Gonzalez,conditional,0.8526174426078796,0.123976864,0.85261744,0.02340566,36
"While generative AI has the potential to enhance clinical practice, it must be used responsibly and ethically, with a strong emphasis on evidence-based practice, patient confidentiality, and patient safety.",Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.8567566275596619,0.06552779,0.8567566,0.077715605,29
"While AI tools can provide innovative solutions and support for clinical decision-making, their use must always be guided by robust scientific evidence and clinical expertise.",Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.8835790753364563,0.036328264,0.8835791,0.08009262,25
It is essential to verify the accuracy and relevance of AI-generated information against established clinical guidelines and peer-reviewed research.,Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.9350534677505493,0.030433804,0.93505347,0.034512717,19
The use of AI should not compromise the trust and confidentiality inherent in the patient-provider relationship.,Occupational Therapy Fieldwork,Occupational Therapy,MGH Institute of Health Professions,Tara Mansour,conditional,0.47673657536506653,0.31191444,0.47673658,0.21134897,16
You should also not rely on Generative AI for researching information.,"PHIL 202, Philosophy of Education",Philosophy,"York College, CUNY",Casandra Silva Sibilin,conditional,0.5078044533729553,0.29187602,0.50780445,0.20031953,11
Their operation relies on the uncredited intellectual work of the authors whose texts are used in their training data.,Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.5871163606643677,0.059989892,0.58711636,0.35289374,19
"Because of the lack of transparency with which they operate, in particular their failure to make visible their sources, they are unsuited to academic contexts.",Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.40965041518211365,0.35027882,0.40965042,0.2400708,25
"Generating text using AI is sometimes advertised as a way to help formulate your ideas at the beginning of a project, but using it for this purpose is liable to interfere with your own independent thinking and reasoning about the material",Philosophy 186B: Later Wittgenstein,Philosophy,"University of California, Berkeley",Hannah Ginsborg,conditional,0.5832006931304932,0.068007596,0.5832007,0.34879175,41
"Generative AI may not be used for any part of the writing process: generating ideas, creating an outline, writing or revising.",Theory of Meaning,Philosophy,"University of California, Berkeley",John MacFarlane,conditional,0.5319631695747375,0.4229193,0.53196317,0.04511751,21
"Additionally, AI does not discriminate between fact and fiction; information provided by AI can be inaccurate or incomplete.",CHEM 449A - Chemistry Capstone,Physical Sciences,Pacific Lutheran University,Angie Boysen,conditional,0.801590085029602,0.15917505,0.8015901,0.039234843,18
"But you must (a) think, tinker with and edit prompts; (b) check all citations and facts; (c) make sure you think it through yourself, not just based on the text you get from ChatGPT; (d) rethink everything and the order of thoughts, etc.; (e) You can use genAI as a help to polish your texts but be careful: it does not necessarily make them good; you need to learn good prompts to help LLMs to do that job well; you must check the texts afterwards.",United Nations & Globalization,Politics,Columbia University,Daniel Naujok,conditional,0.49129369854927063,0.47170982,0.4912937,0.036996517,85
"Additionally, users should be aware that AI tools rely on predictive models to generate content that may appear correct but is sometimes shown to be incomplete, inaccurate, taken without attribution from other sources, and/or biased.",Cognitive Psychology,Psychology,University of Texas at Tyler,Lauren Kirby,conditional,0.8905661106109619,0.09008868,0.8905661,0.019345205,35
"Consequently, an AI tool should not be considered a substitute for traditional approaches to research.",Cognitive Psychology,Psychology,University of Texas at Tyler,Lauren Kirby,conditional,0.4839319586753845,0.16907957,0.48393196,0.3469885,15
"You may use generative AI in constructive ways when working on your two papers, but you may not ever use it in unconstructive ways (distinction to follow).",Intro to Cognitive Science,Psychology,Lawrence University,Mark Phelan,conditional,0.5142129063606262,0.37058035,0.5142129,0.11520676,27
"And, if you are uncertain, you can always ask me before you proceed—I can’t promise to have an answer, but I’ll be willing to work one out with you!",Intro to Cognitive Science,Psychology,Lawrence University,Mark Phelan,conditional,0.5056029558181763,0.19136256,0.50560296,0.30303445,29
"ACADEMIC HONESTY & ARTIFICIAL INTELLIGENCE (AI) POLICY
AI is a powerful learning tool when used appropriately, but academic integrity demands clear transparency, personal intellectual effort, and responsibility.",PSYC 1100 - Introduction to Psychology,Psychology,Nunez Community College,Francis Migues,conditional,0.5901820659637451,0.3387005,0.59018207,0.07111743,27
"Please note: AI tools can produce inaccurate statements, and the language models on which they are built do not always translate correctly across various contexts.",POS 4932 Honors Public Policy Process,Public Policy,Florida Atlantic University,James Capp,conditional,0.6152587532997131,0.3180202,0.61525875,0.06672105,25
It is the student's responsibility to remain critical of any AI generated content and to ensure that such content is accurate within the context of the assignment.,POS 4932 Honors Public Policy Process,Public Policy,Florida Atlantic University,James Capp,conditional,0.7719672918319702,0.18066254,0.7719673,0.04737015,27
"Although there are some compelling arguments that any use of ChatGPT is unethical, due to its high resource consumption, inherent bias, and theft of intellectual property, I do not prohibit it in this class.",REL 103: Introduction to Religious and Theological Studies,Religious Studies,University of Dayton,Esther Brownsmith,conditional,0.46154671907424927,0.42248553,0.46154672,0.11596773,34
"In short, you simply cannot trust ChatGPT to do your research for you; this is an aspect of your work that you must do yourself.",REL 103: Introduction to Religious and Theological Studies,Religious Studies,University of Dayton,Esther Brownsmith,conditional,0.3798350393772125,0.36539996,0.37983504,0.254765,25
"Additionally, AI platforms such as ChatGPT are notorious for making things up, and it is difficult to ascertain if the information is correct or not.",4th Year Introduction to Research Methods Course,Research,Ontario Tech University,Andrea Kirkwood,conditional,0.6811457276344299,0.1547095,0.6811457,0.16414472,25
b.	AI is vulnerable to discrimination because it can inadvertently (or intentionally) perpetuate existing biases present in the data it is trained on.,Advanced Quantitative Analyses,Research,Clemson University,Ryan Gagnon,conditional,0.6344085335731506,0.1505358,0.63440853,0.21505563,23
"Lack of diversity in the training data: If the training data does not include a diverse range of examples, the AI system may not perform well on diverse inputs, which may lead to discrimination.",Advanced Quantitative Analyses,Research,Clemson University,Ryan Gagnon,conditional,0.626904308795929,0.22089861,0.6269043,0.15219703,34
Writing that is exclusively produced by generative AI from prompts that lack source information or your writing examples is not original work and should only be submitted with proper citation and due reasoning.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.7517759799957275,0.23205614,0.751776,0.016167896,33
"Additionally, data used to create generative AI algorithms reflects preexisting societal biases that can lead to the misrepresentation of certain groups.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6313806772232056,0.117027655,0.6313807,0.25159174,21
"Since generative AI uses probability to develop responses, predictions can deviate from real-world facts or expectations.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6831485629081726,0.08552897,0.68314856,0.2313225,16
A person must be responsible for making final decisions about automated processes and accountable for the consequences of using AI in your research project.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.3802761733531952,0.35981297,0.38027617,0.25991082,24
You are responsible and accountable for the written content you select to retain in your final research or creative activity product.,AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6405325531959534,0.2543302,0.64053255,0.10513727,21
"Through proofreading and editing, correctly citing sources of information, and clearly disclosing generative AI use, your research will be safe and ethical.",AI in Research Optimized Ethically (AIROE),Research,Boise State University,Lorraine Gaudio,conditional,0.6175568699836731,0.23813584,0.61755687,0.14430726,22
"Additionally, the use of generative artificial intelligence in scholarly writing risks the so-called “hallucination” of plausible-sounding references that do not actually exist, undermining the scholarly basis for the work.",EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,conditional,0.752663791179657,0.13853832,0.7526638,0.10879785,29
"If the use of generative artificial intelligence is suspected, instructors will check the revision history of documents to verify that the writing was generated iteratively over a period of time realistic for human production, and references will be checked to verify authenticity.",EDLD 710 Professional as Writer & Researcher,Research,Pacific University,Andrew Longhofer,conditional,0.5642719864845276,0.28323373,0.564272,0.15249433,42
"GenAI tools should only aid in structural ideas and refinement, not substituting for independent critical thinking.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.7408372759819031,0.074690446,0.7408373,0.18447228,16
"To ensure transparency, students must disclose GenAI tool use in assignments, including in-text citations and references.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.37252336740493774,0.28207913,0.37252337,0.3453975,16
"Students may include GenAI responses as paper appendices to ensure transparency or, at the very least, retain documentation to clarify any potential concerns regarding originality.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.7676501870155334,0.16968417,0.7676502,0.06266558,25
"Academic Integrity and Verification
Doctoral-level writing requires students to verify the accuracy of all GenAI information by cross-referencing content with credible and scholarly sources.",Research Critique,Research Methods,Indiana Tech,Heather Y. Z. St. Peters,conditional,0.8820653557777405,0.05473628,0.88206536,0.06319837,24
"Include a disclaimer statement at the start of your submission that states which AI tool was used, and for what purpose.",Research Methods,Research Methods,SUNY Albany,Logan Rath,conditional,0.4564147889614105,0.37489656,0.4564148,0.16868871,21
"** **Responsibility of content is still yours**: Please note that Generative AI tools can sometimes produce factually incorrect ❌, biased 😒 or potentially harmful 🚫 outputs.",ENGL 430: UX Research Methods,Research Methods,University of Arizona,Anuj Gupta,conditional,0.4900461435317993,0.47020775,0.49004614,0.039746124,26
"In this course, you can use generative AI in some cases, but there are some restrictions.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.35814031958580017,0.3513621,0.35814032,0.2904976,16
Note that the answers that the AI provides are not always correct!,Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.4770844876766205,0.35093603,0.4770845,0.17197949,12
"Treat the interaction with the AI the way you would treat an interaction with a smart, but fallible peer.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.36333635449409485,0.28146783,0.36333635,0.35519588,19
"If you are unsure about whether a certain use of AI is appropriate, please ask me.",Intermediate Quantitative Methods for Politics,Research Methods,New York University,Cyrus Samii,conditional,0.4891960620880127,0.1578408,0.48919606,0.35296312,16
(4) Responsible use: that all information obtained through the system is checked against other reliable sources and that no personal or confidential information (their own or others’) is entered into the system when making queries.,Public Policy and Public Administration courses,Social Sciences/Humanities,Universidad de los Andes,Juan David Gutiérrez,conditional,0.6098885536193848,0.36897856,0.60988855,0.021132875,35
"However, you are responsible for ensuring the accuracy, ethics, and proper citation of any information generated from AI tools.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.8017241358757019,0.17725712,0.80172414,0.021018708,19
"When using AI for paraphrasing another author’s work, always verify AI-assisted or -generated text, discarding the unnecessary parts, and refining the rest so it meaningfully fits your voice and your work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.7704318165779114,0.19241917,0.7704318,0.03714905,31
"AI cannot mimic your voice or meaning within the context of the assignment, but it can provide you with a foundation of understanding how to paraphrase another author’s work.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.8516764640808105,0.080949254,0.85167646,0.06737431,29
AI must be cited next to the author of the original works when using the paraphrasing function.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6636606454849243,0.19015367,0.66366065,0.14618574,17
"This raises concerns about how this data is used and protected, as well as the potential for misuse or unauthorized access.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.4076049327850342,0.2520085,0.40760493,0.34038657,21
"If the feedback provided by students or instructors is biased or incorrect, the AI model may perpetuate that bias or make inaccurate predictions based on faulty information.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.7904543280601501,0.097579785,0.7904543,0.11196584,27
Lack of training data: AI models require large amounts of high-quality training data to learn and make accurate predictions.,Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6568872928619385,0.16847226,0.6568873,0.17464045,19
"If the training data used to build the AI model is incomplete, biased, or not representative of the student population, the model may not be able to accurately predict the answers needed for the assignment.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.6736779808998108,0.17424658,0.673678,0.15207545,35
"9. Limited context awareness: AI models may lack the ability to understand the full context of a student's learning environment and personal circumstances, leading to inaccurate recommendations or assessments.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.686202883720398,0.16068235,0.6862029,0.15311474,29
"Without a deep understanding of an assignment’s background, preferences, and challenges, AI models may not be able to provide relevant and support.",Social Work,Social Work (Masters level),University of Massachusetts Global,Ellen Belluomini,conditional,0.45329293608665466,0.14216684,0.45329294,0.40454024,22
"Be cautious in using AI for research assistance, as all existing AI apps ‘hallucinate’ and supply false information; don’t rely on AI for accurate information, but always fact-check.",Both first-year seminars and sociology courses,Sociology,Lasell University,Betsy Leondar-Wright,conditional,0.8350491523742676,0.13098164,0.83504915,0.033969183,28
Some student work may be submitted to AI or plagiarism detection tools in order to ensure that student work product is human created.,Introduction to Sociology,Sociology,Columbus State Community College,Mary Reiter,conditional,0.5139917731285095,0.44330767,0.5139918,0.04270052,23
"Please note: the AI search results that now pop up at the top of the screen in any Google search does not count as using AI for the purposes of this policy if you are googling something for clarification/research purposes, but you should consult the original source to assess its validity.",Sociology (multiple courses),Sociology,UC Santa Cruz,Megan McNamara,conditional,0.6761809587478638,0.2464719,0.67618096,0.07734717,51
"Contributions from anyone or anything else- including AI sources, must be properly quoted and cited every time they are used.",Theatre courses,Theatre,Small liberal arts college,Shared by Harmania on Reddit,conditional,0.7084895968437195,0.22394526,0.7084896,0.067565165,20
AI should be a tool and not your own submission.,AP Literature and Composition,Writing,Berthoud High School,Jo Ruddy,conditional,0.35946816205978394,0.3182551,0.35946816,0.32227674,10
"Again, AI can be great for inspiration, especially when you’re stuck in an interpretation, but you must clearly demonstrate your own knowledge surrounding content in this course.",AP Literature and Composition,Writing,Berthoud High School,Jo Ruddy,conditional,0.8331555128097534,0.097888075,0.8331555,0.0689564,27
"Use of AI: Students may use AI to general base level ideas, clarify concepts, and conduct simple research, and students must properly cite their use of AI.",College English ,Writing,Bethune-Cookman University,Rondrea Danielle Mathis,conditional,0.6430469751358032,0.083203636,0.643047,0.27374944,27
"However, the use of AI must be done responsibly and ethically.","ENGL 102 Introduction to Academic Writing, ENGL 223 Introduction to Creative Writing ",Writing,University of Louisiana at Lafayette,Tanner Menard,conditional,0.6978591680526733,0.17912745,0.69785917,0.12301333,11
"AI can help you understand and work with these sources, but it should not replace them.","ENGL 102 Introduction to Academic Writing, ENGL 223 Introduction to Creative Writing ",Writing,University of Louisiana at Lafayette,Tanner Menard,conditional,0.8166435360908508,0.10166116,0.81664354,0.08169527,16
"Original Thought Requirement:
● While AI can assist you in forming paragraphs and questioning sources, the
majority of your paper’s insights and arguments should be your own.","ENGL 102 Introduction to Academic Writing, ENGL 223 Introduction to Creative Writing ",Writing,University of Louisiana at Lafayette,Tanner Menard,conditional,0.7654553651809692,0.15111053,0.76545537,0.08343409,27
"Using AI to help with phrasing or structure is acceptable, but the core ideas and arguments must be your original thoughts.","ENGL 102 Introduction to Academic Writing, ENGL 223 Introduction to Creative Writing ",Writing,University of Louisiana at Lafayette,Tanner Menard,conditional,0.8496392965316772,0.13245775,0.8496393,0.01790288,21
"All work submitted must be your own and properly cited, and AI should not be used to simply generate a paper for you.","ENGL 102 Introduction to Academic Writing, ENGL 223 Introduction to Creative Writing ",Writing,University of Louisiana at Lafayette,Tanner Menard,conditional,0.7743743062019348,0.20949486,0.7743743,0.016130768,23
"But be aware that it carries risks: models can “hallucinate” incorrect information; sources that are not cited can put you at risk of plagiarism; and groups that are not represented in that model’s training data will be excluded, which can bias your research.",ENGL 131 X4: Writing About Technology,Writing,University of Washington,Anonymous,conditional,0.705836296081543,0.2585361,0.7058363,0.03562763,43
"GenAI does not replace human experience and has some known issues:
GenAI has a tendency to “hallucinate,” making up information that is incomplete, incorrect, or nonexistent.","ENGL3362 ""Crafting Activism: Democracy, Composition, and DIY Rhetorics"" (upper division elective); First Year Writing Seminar (required first-year composition course)",Writing,Boston College,Noël Ingram,conditional,0.6028431057929993,0.3455196,0.6028431,0.05163725,26
Any use of AI tools must be acknowledged.,"English 101, English 105, English 205",Writing,San Diego Miramar College,Rodrigo Gomez,conditional,0.4025462865829468,0.30219507,0.4025463,0.29525867,8
"Fact check and critically evaluate all AI output before relying on it in any way, Beware that AI-output WILL include inaccurate information--that's simply how it works unless you’re doing closed prompting (making queries only about sources you provide in your prompt) and may  also generate text that is biased or inappropriate.",English 295 Workplace Writing,Writing,University of Tennessee- Knoxville,Laurie Knox,conditional,0.5489760637283325,0.42020914,0.54897606,0.030814828,51
Submissions where AI use is fully and honestly disclosed will be graded on their own merits in meeting the requirements of the assignment.,English Composition (1101 and 1102),Writing,Georgia Gwinnett College,David Weiss,conditional,0.7228638529777527,0.22273123,0.72286385,0.054404926,23
"Academic Integrity
The AI policy for this class is based on a high degree of trust – both my trust that you are fully disclosing your use of AI, and your trust that I will allow you to demonstrate that your use was fully disclosed.",English Composition (1101 and 1102),Writing,Georgia Gwinnett College,David Weiss,conditional,0.47025763988494873,0.29966736,0.47025764,0.230075,45
"Use of AI Detectors
While I do not rely entirely on AI detectors to accurately identify AI use, I may use some (for instance, Turnitin and GPTZero) to flag sections of submitted work that do not come across as reflecting a student’s individual voice.",English Composition (1101 and 1102),Writing,Georgia Gwinnett College,David Weiss,conditional,0.5695385336875916,0.38636726,0.56953853,0.044094138,44
"I do believe, however, that AI should be used appropriately, and that you should describe how you used it.",English Composition (1101 and 1102),Writing,Georgia Gwinnett College,David Weiss,conditional,0.5910661816596985,0.25302136,0.5910662,0.15591246,19
You should check with your professor before using AI in his or her class.,English Composition (1101 and 1102),Writing,Georgia Gwinnett College,David Weiss,conditional,0.4444558024406433,0.28069308,0.4444558,0.27485108,14
"If, at any time, it is suspected that you have utilized AI beyond the above allowances, your professor may ask to view your documents’ version histories to determine if you have produced your own work, rather than copying and pasting from an AI program or another source.","English writing and literature courses, Rhetoric and Professional Writing courses",Writing,"Delta College, Saginaw Valley State University",Taylor Mata,conditional,0.7204778790473938,0.2227585,0.7204779,0.056763656,47
"Having said all these disclaimers, the use of foundational models is encouraged, as it may make it possible for you to submit assignments with higher readability and quality.",ENGLWRIT 112,Writing,University of Massachusetts Amherst,Sai Gattupalli,conditional,0.3650387227535248,0.28812128,0.36503872,0.34684002,28
"Students are responsible for the content of their written assignments even if it was written by AI—that means that all information must be accurate, logical, and appropriately detailed.",Integrated Reading & Writing,Writing,University of Texas at El Paso,Emily Durham,conditional,0.7562624216079712,0.18395835,0.7562624,0.059779197,28
"Limited Use of AI for Feedback
Students are permitted to use gen-AI tools in three specific ways:
*To generate non-prescriptive, non-directive feedback on their work—like what one might get from a friend or study partner.",International Writing Workshop,Writing,New York University,Alexander Landfair,conditional,0.7179782390594482,0.21514711,0.71797824,0.06687463,35
"Avoid Using AI as Search Engines
Students are cautioned against using generative AI tools as search engines, and should remember that these tools are fallible and lack transparency, meaning they frequently provide false information and are incapable of citing their sources.",International Writing Workshop,Writing,New York University,Alexander Landfair,conditional,0.6596195697784424,0.2873469,0.65961957,0.05303347,41
"Responsibility for Content
Students who use generative AI tools to search for information will be expected to find independent verification of facts from authoritative and non-anonymous sources.",International Writing Workshop,Writing,New York University,Alexander Landfair,conditional,0.8530027270317078,0.06346191,0.8530027,0.08353535,27
AI is not always the right or best choice for a given writing activity.,Introduction to Professional Writing,Writing,University of North Carolina Wilmington,Lance Cummings,conditional,0.42805978655815125,0.20913455,0.4280598,0.36280566,14
"While experimenting freely, keep these points in mind:

‣ AI can demonstrate biases and inaccuracies at times.",Introduction to Professional Writing,Writing,University of North Carolina Wilmington,Lance Cummings,conditional,0.626101016998291,0.24219692,0.626101,0.13170202,17
"AI content may initially seem impressive, but usually is not as good as you think it is.",Introduction to Professional Writing,Writing,University of North Carolina Wilmington,Lance Cummings,conditional,0.5098680853843689,0.112290405,0.5098681,0.37784147,17
"2)A.I. tools may be used only for assistance with research, brainstorming, and proofreading.",Introduction to Screenwriting,Writing,Universidad de Navarra,Pablo Castrillo,conditional,0.6432696580886841,0.29688442,0.64326966,0.059845954,13
"You can quote information and ideas, but you must give credit to the Large Language Model that is creating the output.",Rhetorical Theory and Criticism,Writing,George Mason University,Star Muir,conditional,0.7933427691459656,0.15306538,0.79334277,0.053591814,21
"Note that from a critical perspective and among available sources, ChatGPT and others don’t seem as credible in some ways as other evidence.",Rhetorical Theory and Criticism,Writing,George Mason University,Star Muir,conditional,0.5979725122451782,0.24559873,0.5979725,0.15642877,23
"2)	Researching and Brainstorming, including explorations of the critical vocabulary, types of arguments, and different methods of analysis, is acceptable but AI assistance must be credited or acknowledged in an endnote/footnote.",Rhetorical Theory and Criticism,Writing,George Mason University,Star Muir,conditional,0.833523690700531,0.1377547,0.8335237,0.028721677,31
"YOU ARE STILL RESPONSIBLE FOR THE TRUTH OF YOUR EVIDENCE, AND THAT ALL SOURCES OFFERED EXIST AND ARE NOT FABRICATED OR DISTORTED.

3)	Use of  AI to provide editorial comments on your writing drafts is acceptable",Rhetorical Theory and Criticism,Writing,George Mason University,Star Muir,conditional,0.48210322856903076,0.47591427,0.48210323,0.04198249,36
"5)	ChatGPT and other AI Assistants can be used as learning tools, but know that these artificial assistants have significant limitations, including: 1)",Rhetorical Theory and Criticism,Writing,George Mason University,Star Muir,conditional,0.5794379115104675,0.32270604,0.5794379,0.09785613,23
"In other words, it will be essential that anything you input, generate, and use from GAI be vetted.",UN 1015: Composition,Writing,Michigan Technological University    ,Holly Hassel,conditional,0.404216468334198,0.33909965,0.40421647,0.2566839,18
"Again, you will need to be specific—I am looking for higher level analysis of your creative process, not a list of sentences and ideas that ChatGPT generated for you.",Writing Seminar,Writing,SUNY Geneseo,George Goga,conditional,0.4572966694831848,0.42629483,0.45729667,0.11640853,29
"•        You must clearly acknowledge or attribute the source, whether that means just citing what came from the AI program or referring to outside sources.",College Composition I with Developmental Support,Writing,Northern Virginia Community College,Ray Orkwis,conditional,0.7034672498703003,0.2236936,0.70346725,0.07283917,25
•        Do not trust something AI has generated without carefully reading and analyzing it.,College Composition I with Developmental Support,Writing,Northern Virginia Community College,Ray Orkwis,conditional,0.601511538028717,0.3126375,0.60151154,0.08585096,14
"Collaborating with an AI writing assistant can include brainstorming, outlining, and drafting, so long as there is substantial writing, research, and composing by the student which is not generated solely by the AI.",College Composition I with Developmental Support,Writing,Northern Virginia Community College,Ray Orkwis,conditional,0.6610651612281799,0.13975418,0.66106516,0.19918068,33
"'AI-generated writing' means there has been little or no involvement from the student as an author, with the majority of the writing being generated by an AI.",College Composition I with Developmental Support,Writing,Northern Virginia Community College,Ray Orkwis,conditional,0.5866493582725525,0.37535042,0.58664936,0.038000222,27
You may consult MLA or APA guidelines for citing generative AI tools.,College Composition I with Developmental Support,Writing,Northern Virginia Community College,Ray Orkwis,conditional,0.5070006251335144,0.2962886,0.5070006,0.19671074,12
"All work, including that involving the use of AI tools, must adhere to the college's academic integrity policies.",ENGL-C1000 Academic Reading and Writing,Writing,Riverside City College,larry burns,conditional,0.5316451191902161,0.4177445,0.5316451,0.050610356,18
Proper citation and attribution are required for any AI-generated content used in your work.,ENGL-C1000 Academic Reading and Writing,Writing,Riverside City College,larry burns,conditional,0.7232360243797302,0.21809542,0.723236,0.05866855,14
Avoiding Plagiarism: Any content generated or significantly altered by AI must be properly attributed.,Writing Center Principles,Writing Center,Harvard Graduate School of Education,Katherine Morelli,conditional,0.5163889527320862,0.45125204,0.51638895,0.03235899,14
"Cite AI tools appropriately when they are used to paraphrase, summarize, or generate text to avoid plagiarism.",Writing Center Principles,Writing Center,Harvard Graduate School of Education,Katherine Morelli,conditional,0.596513032913208,0.3728568,0.59651303,0.030630162,17
Ensure that AI-generated content aligns with your academic objectives and meets the quality standards expected in graduate-level work.,Writing Center Principles,Writing Center,Harvard Graduate School of Education,Katherine Morelli,conditional,0.4656853973865509,0.28994074,0.4656854,0.24437387,18
Faculty reserve the right to use Artificial Intelligence (AI) detection software to find instances of AI-generated writing in student submissions.,"ENGL 1301, 1302, 2322, 2323, 2328","Writing, Literature",Northeast Lakeview College,Angela Brazeal Hager,conditional,0.4377236068248749,0.35146534,0.4377236,0.21081108,20
